neighbourhood_cleansed,latitude,longitude
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9207,-77.04361
"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.03819
"Dupont Circle, Connecticut Avenue/K Street",38.91139,-77.03819
"Dupont Circle, Connecticut Avenue/K Street",38.91173,-77.03802
"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.03966
"Dupont Circle, Connecticut Avenue/K Street",38.9117,-77.03815
"Union Station, Stanton Park, Kingman Park",38.89624,-76.98407
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91267,-77.00404
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93561,-77.02959
"Capitol Hill, Lincoln Park",38.888802,-76.991364
"Dupont Circle, Connecticut Avenue/K Street",38.91516,-77.04405
"Dupont Circle, Connecticut Avenue/K Street",38.91463,-77.04484
"Dupont Circle, Connecticut Avenue/K Street",38.91352,-77.04252
"Dupont Circle, Connecticut Avenue/K Street",38.91329,-77.04338
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91531,-77.04484
"Howard University, Le Droit Park, Cardozo/Shaw",38.91471,-77.0287
"Howard University, Le Droit Park, Cardozo/Shaw",38.91692,-77.02831
"Howard University, Le Droit Park, Cardozo/Shaw",38.91478,-77.02971
"Howard University, Le Droit Park, Cardozo/Shaw",38.91487,-77.02887
"Howard University, Le Droit Park, Cardozo/Shaw",38.91459,-77.02897
"Howard University, Le Droit Park, Cardozo/Shaw",38.9164,-77.03028
"Howard University, Le Droit Park, Cardozo/Shaw",38.91513,-77.02823
"Howard University, Le Droit Park, Cardozo/Shaw",38.91504,-77.02888
"Dupont Circle, Connecticut Avenue/K Street",38.91467,-77.0432
"Georgetown, Burleith/Hillandale",38.91115,-77.06541
"Dupont Circle, Connecticut Avenue/K Street",38.91508,-77.04274
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91087,-77.00684
"Capitol View, Marshall Heights, Benning Heights",38.8819,-76.94353
"West End, Foggy Bottom, GWU",38.90723,-77.04768
"Capitol Hill, Lincoln Park",38.88984,-77.00089
"Capitol Hill, Lincoln Park",38.882458,-77.005264
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Brookland, Brentwood, Langdon",38.92217,-76.9932
"Howard University, Le Droit Park, Cardozo/Shaw",38.9142,-77.02123
"Dupont Circle, Connecticut Avenue/K Street",38.91471,-77.03716
"Capitol Hill, Lincoln Park",38.88881,-76.99121
"Shaw, Logan Circle",38.91163,-77.02661
"West End, Foggy Bottom, GWU",38.89607,-77.04606
"Brookland, Brentwood, Langdon",38.92288,-76.99123
"Congress Heights, Bellevue, Washington Highlands",38.83995,-76.99123
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91501,-77.00948
"Brightwood Park, Crestwood, Petworth",38.94488,-77.04431
"Woodridge, Fort Lincoln, Gateway",38.92259,-76.96265
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92736,-77.04193
"Union Station, Stanton Park, Kingman Park",38.89962,-76.99212
"Union Station, Stanton Park, Kingman Park",38.8944206237793,-76.99826049804688
"Dupont Circle, Connecticut Avenue/K Street",38.9128,-77.03792
"Capitol View, Marshall Heights, Benning Heights",38.87692,-76.93638
"Capitol Hill, Lincoln Park",38.87818,-76.98546
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90404,-76.92958
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91667,-77.00393
"Near Southeast, Navy Yard",38.8799,-77.00089
"Dupont Circle, Connecticut Avenue/K Street",38.91545,-77.04311
"Dupont Circle, Connecticut Avenue/K Street",38.91393,-77.04026
"Dupont Circle, Connecticut Avenue/K Street",38.91169,-77.04225
"Congress Heights, Bellevue, Washington Highlands",38.84125,-76.99138
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93181,-77.03259
"Takoma, Brightwood, Manor Park",38.96768,-77.02168
"Capitol Hill, Lincoln Park",38.88979,-76.99969
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93663,-77.03235
"Congress Heights, Bellevue, Washington Highlands",38.84499,-77.0015
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911274,-77.00798
"Sheridan, Barry Farm, Buena Vista",38.85462,-76.98093
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91114,-77.01131
"Capitol Hill, Lincoln Park",38.87958,-76.98215
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9144,-77.00998
"Capitol Hill, Lincoln Park",38.883548736572266,-77.0037612915039
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93405,-77.04043
"Brightwood Park, Crestwood, Petworth",38.95713,-77.03491
"Dupont Circle, Connecticut Avenue/K Street",38.91134,-77.03968
"West End, Foggy Bottom, GWU",38.9022,-77.0531
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92956,-77.03973
"Howard University, Le Droit Park, Cardozo/Shaw",38.91858,-77.02743
"Capitol Hill, Lincoln Park",38.88125,-76.9803
"Dupont Circle, Connecticut Avenue/K Street",38.91524,-77.0423
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91652,-77.04242
"Dupont Circle, Connecticut Avenue/K Street",38.91315,-77.04348
"Cathedral Heights, McLean Gardens, Glover Park",38.93199,-77.07475
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90329,-76.98185
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88101,-77.01631
"Congress Heights, Bellevue, Washington Highlands",38.84087,-76.99533
"Union Station, Stanton Park, Kingman Park",38.89895,-76.9853
Historic Anacostia,38.86258,-76.98684
"Mayfair, Hillbrook, Mahaning Heights",38.89749,-76.94658
Historic Anacostia,38.8634,-76.99187
"Union Station, Stanton Park, Kingman Park",38.89801,-77.00184
"Dupont Circle, Connecticut Avenue/K Street",38.91436,-77.04358
"Howard University, Le Droit Park, Cardozo/Shaw",38.91761,-77.0165
"North Michigan Park, Michigan Park, University Heights",38.94998,-76.99136
"Union Station, Stanton Park, Kingman Park",38.89732,-76.98709
"Near Southeast, Navy Yard",38.87823,-76.99624
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93149,-77.02571
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95822,-77.00065
"Capitol Hill, Lincoln Park",38.8809,-76.98486
"Dupont Circle, Connecticut Avenue/K Street",38.9142,-77.04036
"Union Station, Stanton Park, Kingman Park",38.89533233642578,-76.98121643066406
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90145,-76.97645
"Capitol Hill, Lincoln Park",38.88079,-76.99943
Historic Anacostia,38.86376,-76.98872
"Capitol Hill, Lincoln Park",38.88061,-76.9949
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92925,-77.02328
"Ivy City, Arboretum, Trinidad, Carver Langston",38.904789,-76.988495
"Shaw, Logan Circle",38.90903,-77.03426
"Dupont Circle, Connecticut Avenue/K Street",38.90888,-77.04683
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91889,-77.00244
"West End, Foggy Bottom, GWU",38.900692,-77.049126
"Brookland, Brentwood, Langdon",38.93151,-76.98525
"Brightwood Park, Crestwood, Petworth",38.94456,-77.01435
"Shaw, Logan Circle",38.91394,-77.03064
"Brightwood Park, Crestwood, Petworth",38.94167,-77.01808
"Capitol Hill, Lincoln Park",38.88032,-76.99929
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90352,-76.98866
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.01851
"Congress Heights, Bellevue, Washington Highlands",38.82462,-76.99695
"Capitol Hill, Lincoln Park",38.87892,-76.98749
"Congress Heights, Bellevue, Washington Highlands",38.82582,-76.99588
"Capitol View, Marshall Heights, Benning Heights",38.88807,-76.93386
"Takoma, Brightwood, Manor Park",38.9567,-77.01483
"Union Station, Stanton Park, Kingman Park",38.90291,-76.99593
"Capitol Hill, Lincoln Park",38.88963,-76.99533
"Shaw, Logan Circle",38.9106,-77.01784
"River Terrace, Benning, Greenway, Dupont Park",38.89151,-76.9483
"Georgetown, Burleith/Hillandale",38.90993,-77.05125
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93063,-77.08486
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9043325,-77.0310323
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9043325,-77.0310323
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90557,-76.98788
"Georgetown, Burleith/Hillandale",38.90718,-77.06351
"Union Station, Stanton Park, Kingman Park",38.9035,-76.99493
"Capitol View, Marshall Heights, Benning Heights",38.8796,-76.94084
"Cathedral Heights, McLean Gardens, Glover Park",38.93816,-77.07776
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92729,-76.99823
"Union Station, Stanton Park, Kingman Park",38.90505,-76.99804
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92363219912773,-77.04594265669584
"Brightwood Park, Crestwood, Petworth",38.95011,-77.02361
"Howard University, Le Droit Park, Cardozo/Shaw",38.91457,-77.02123
"Brightwood Park, Crestwood, Petworth",38.95346,-77.01381
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9196,-77.04608
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89516,-76.92694
"Howard University, Le Droit Park, Cardozo/Shaw",38.91489,-77.02351
"Douglas, Shipley Terrace",38.84826,-76.98001
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90541,-76.98564
Historic Anacostia,38.8658,-76.98126
"West End, Foggy Bottom, GWU",38.900692,-77.049126
"Woodridge, Fort Lincoln, Gateway",38.93744,-76.97676
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86748,-76.98457
"Hawthorne, Barnaby Woods, Chevy Chase",38.962082,-77.070503
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90519,-76.99207
"Union Station, Stanton Park, Kingman Park",38.89606,-76.99281
"Capitol View, Marshall Heights, Benning Heights",38.88578,-76.93622
"Brightwood Park, Crestwood, Petworth",38.95969,-77.02961
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92168,-77.03562
"Howard University, Le Droit Park, Cardozo/Shaw",38.91851,-77.02539
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9145,-77.00869
"Mayfair, Hillbrook, Mahaning Heights",38.90065,-76.95075
"Brightwood Park, Crestwood, Petworth",38.95025,-77.02102
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98891
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96035,-77.00557
"Dupont Circle, Connecticut Avenue/K Street",38.90269,-77.03768
"Friendship Heights, American University Park, Tenleytown",38.94496,-77.07963
"Brightwood Park, Crestwood, Petworth",38.94149,-77.022
"Hawthorne, Barnaby Woods, Chevy Chase",38.97035,-77.05629
"Woodridge, Fort Lincoln, Gateway",38.94048,-76.97377
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95972,-76.99659
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89766,-76.92898
"Union Station, Stanton Park, Kingman Park",38.89634,-76.97313
"North Michigan Park, Michigan Park, University Heights",38.93986,-76.98988
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87014,-76.98964
"Capitol Hill, Lincoln Park",38.88817,-76.99214
"Brightwood Park, Crestwood, Petworth",38.94615,-77.02676
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9613,-77.00066
"Shaw, Logan Circle",38.90838,-77.0226
"Shaw, Logan Circle",38.90787,-77.02255
"Dupont Circle, Connecticut Avenue/K Street",38.91698,-77.03556
"Dupont Circle, Connecticut Avenue/K Street",38.90793,-77.03893
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92651,-77.03434
"Shaw, Logan Circle",38.90813,-77.02253
"Shaw, Logan Circle",38.90973,-77.0229
"Shaw, Logan Circle",38.90906,-77.02473
"Dupont Circle, Connecticut Avenue/K Street",38.91109,-77.03506
"Shaw, Logan Circle",38.91132,-77.03321
"Woodridge, Fort Lincoln, Gateway",38.93711,-76.97279
"Georgetown, Burleith/Hillandale",38.90717,-77.06198
"Georgetown, Burleith/Hillandale",38.90493,-77.0707
Historic Anacostia,38.86259,-76.978
"North Michigan Park, Michigan Park, University Heights",38.94091,-76.9733
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91086,-77.01302
"River Terrace, Benning, Greenway, Dupont Park",38.88583,-76.95949
"Shaw, Logan Circle",38.91101,-77.02022
"Woodridge, Fort Lincoln, Gateway",38.93099,-76.96966
"Dupont Circle, Connecticut Avenue/K Street",38.91208,-77.0406
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92108,-77.00342
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91499,-77.04757
"Hawthorne, Barnaby Woods, Chevy Chase",38.96962,-77.05562
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94547,-77.00519
"Shaw, Logan Circle",38.90769,-77.02305
"Union Station, Stanton Park, Kingman Park",38.89308,-76.97666
"Capitol View, Marshall Heights, Benning Heights",38.89143,-76.93098
"North Michigan Park, Michigan Park, University Heights",38.93674,-76.99012
"Shaw, Logan Circle",38.90918,-77.02068
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92043,-77.03173
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92965204313574,-76.99534858592492
"Near Southeast, Navy Yard",38.87773,-76.99532
"Union Station, Stanton Park, Kingman Park",38.90088,-76.99047
"Congress Heights, Bellevue, Washington Highlands",38.82028,-77.00644
"Capitol View, Marshall Heights, Benning Heights",38.88732,-76.93288
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9183641601865,-77.04758893216915
"Shaw, Logan Circle",38.90793,-77.02438
"Shaw, Logan Circle",38.90942,-77.02452
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92655,-77.02756
"Shaw, Logan Circle",38.90944,-77.02276
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92716,-77.03181
"Shaw, Logan Circle",38.90971,-77.03286
"Shaw, Logan Circle",38.90804,-77.02302
"Howard University, Le Droit Park, Cardozo/Shaw",38.91618,-77.02478
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90269,-76.92737
"Shaw, Logan Circle",38.90901,-77.02679
"Capitol Hill, Lincoln Park",38.88235,-76.99811
"Capitol Hill, Lincoln Park",38.8828,-76.99965
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87652,-77.01942
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.909116393648524,-77.015362061124
"Shaw, Logan Circle",38.9081,-77.02269
"Shaw, Logan Circle",38.90802,-77.02447
"Shaw, Logan Circle",38.9078,-77.02333
"Shaw, Logan Circle",38.90792,-77.02493
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93553,-77.02991
"North Cleveland Park, Forest Hills, Van Ness",38.95088,-77.05333
"Capitol Hill, Lincoln Park",38.88508,-77.009
"West End, Foggy Bottom, GWU",38.90213,-77.05103
"Union Station, Stanton Park, Kingman Park",38.89661,-76.99858
"Shaw, Logan Circle",38.91069,-77.02247
"Dupont Circle, Connecticut Avenue/K Street",38.91454,-77.04494
"Capitol Hill, Lincoln Park",38.88067,-76.99645
"Brightwood Park, Crestwood, Petworth",38.941,-77.03203
"Congress Heights, Bellevue, Washington Highlands",38.8317,-77.00643
"Capitol Hill, Lincoln Park",38.88581,-77.0028
"Shaw, Logan Circle",38.90775,-77.0231
"Shaw, Logan Circle",38.90973,-77.02266
"West End, Foggy Bottom, GWU",38.903419,-77.053596
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607
"Union Station, Stanton Park, Kingman Park",38.89829,-76.99536
"Union Station, Stanton Park, Kingman Park",38.89541,-76.99052
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90553,-76.97848
"Shaw, Logan Circle",38.9096,-77.02398
"Shaw, Logan Circle",38.90975,-77.02324
"Shaw, Logan Circle",38.90958,-77.02299
"Shaw, Logan Circle",38.90951,-77.02293
"Shaw, Logan Circle",38.9098,-77.02274
"Shaw, Logan Circle",38.90819,-77.02488
"Shaw, Logan Circle",38.90819,-77.02259
"Union Station, Stanton Park, Kingman Park",38.895119,-76.996536
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607
"Congress Heights, Bellevue, Washington Highlands",38.84586,-76.99862
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87777,-77.00913
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9162,-77.04348
"Capitol Hill, Lincoln Park",38.87853,-76.98277
"Brightwood Park, Crestwood, Petworth",38.93776,-77.02532
"Shaw, Logan Circle",38.90765,-77.02434
"Shaw, Logan Circle",38.90786,-77.02287
"West End, Foggy Bottom, GWU",38.90737227290719,-77.04899530854811
"Dupont Circle, Connecticut Avenue/K Street",38.90791,-77.04681
"Shaw, Logan Circle",38.9097,-77.02467
"Howard University, Le Droit Park, Cardozo/Shaw",38.91943,-77.01547
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91661,-77.04406
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91642,-77.04414
"Dupont Circle, Connecticut Avenue/K Street",38.91641,-77.04194
"Dupont Circle, Connecticut Avenue/K Street",38.91543,-77.04395
"Dupont Circle, Connecticut Avenue/K Street",38.91503,-77.04347
"Union Station, Stanton Park, Kingman Park",38.89644,-77.00187
"Capitol Hill, Lincoln Park",38.88534,-76.99899
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91204,-77.00745
"Union Station, Stanton Park, Kingman Park",38.89254,-76.99068
"Union Station, Stanton Park, Kingman Park",38.89283,-76.99957
"Dupont Circle, Connecticut Avenue/K Street",38.9185905456543,-77.03758239746094
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90204,-76.97829
"Union Station, Stanton Park, Kingman Park",38.89237,-76.99897
"Union Station, Stanton Park, Kingman Park",38.89266,-77.00104
"Union Station, Stanton Park, Kingman Park",38.8922,-76.99919
"Dupont Circle, Connecticut Avenue/K Street",38.91112,-77.0471
"Dupont Circle, Connecticut Avenue/K Street",38.91451,-77.03999
"Capitol View, Marshall Heights, Benning Heights",38.87764,-76.93101
"Dupont Circle, Connecticut Avenue/K Street",38.91769,-77.036682
"Shaw, Logan Circle",38.90924,-77.02477
"Shaw, Logan Circle",38.90892,-77.02265
"Howard University, Le Droit Park, Cardozo/Shaw",38.91459,-77.02554
"Dupont Circle, Connecticut Avenue/K Street",38.91271,-77.04018
"Dupont Circle, Connecticut Avenue/K Street",38.91376,-77.03865
"Dupont Circle, Connecticut Avenue/K Street",38.91281,-77.03839
"Shaw, Logan Circle",38.90938,-77.02311
"Dupont Circle, Connecticut Avenue/K Street",38.91227,-77.04064
"Shaw, Logan Circle",38.90989,-77.02482
"Brightwood Park, Crestwood, Petworth",38.95608,-77.01341
"Shaw, Logan Circle",38.90784,-77.02439
"Shaw, Logan Circle",38.90991,-77.02471
"Takoma, Brightwood, Manor Park",38.96656,-77.01935
"Dupont Circle, Connecticut Avenue/K Street",38.91161,-77.04479
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89955,-76.92313
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9341,-77.02185
"Dupont Circle, Connecticut Avenue/K Street",38.91443,-77.04004
