neighbourhood_cleansed,latitude,longitude
"Union Station, Stanton Park, Kingman Park",38.89574,-76.99283
"Capitol Hill, Lincoln Park",38.88801,-76.98443
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.926459081764925,-77.05253397278324
"West End, Foggy Bottom, GWU",38.905065,-77.051708
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90072,-77.01875
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87557,-77.01522
"River Terrace, Benning, Greenway, Dupont Park",38.89426,-76.95507
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93372,-77.05571
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91936,-77.04129
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313
"Shaw, Logan Circle",38.91044,-77.01824
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91568,-77.04579
"Kalorama Heights, Adams Morgan, Lanier Heights",38.9171,-77.04661
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91669,-77.0458
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90697,-76.98072
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93096,-77.02034
"Friendship Heights, American University Park, Tenleytown",38.95259,-77.09466
"Brightwood Park, Crestwood, Petworth",38.93813,-77.02634
"Brookland, Brentwood, Langdon",38.91843,-76.98527
"Brightwood Park, Crestwood, Petworth",38.93684,-77.0234
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96369,-77.00361
"Takoma, Brightwood, Manor Park",38.97433,-77.02575
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90653,-76.97881
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Near Southeast, Navy Yard",38.87881,-77.00773049999998
"West End, Foggy Bottom, GWU",38.905065,-77.051708
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90412539999999,-77.0165367
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90412539999999,-77.0165367
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9034401,-77.01598609999996
"Shaw, Logan Circle",38.90824,-77.02523
"Capitol Hill, Lincoln Park",38.8804,-76.98433
"Friendship Heights, American University Park, Tenleytown",38.9572,-77.08976
"Union Station, Stanton Park, Kingman Park",38.9035,-77.00152
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90894,-77.01199
"Capitol Hill, Lincoln Park",38.89127,-76.99053
"Shaw, Logan Circle",38.9112,-77.03197
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86761,-76.95984
"North Michigan Park, Michigan Park, University Heights",38.95014,-76.99904
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89983,-77.02396
"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.02562
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"West End, Foggy Bottom, GWU",38.9058,-77.04923
"Cathedral Heights, McLean Gardens, Glover Park",38.91874,-77.07476
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95556,-76.99173
"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Brightwood Park, Crestwood, Petworth",38.95345,-77.02174
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93234,-77.01947
"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999
"Brightwood Park, Crestwood, Petworth",38.95139,-77.0243
"Brightwood Park, Crestwood, Petworth",38.9526,-77.01742
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92944,-77.0199
"Union Station, Stanton Park, Kingman Park",38.898,-77.0023
"Cathedral Heights, McLean Gardens, Glover Park",38.93333,-77.07586
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Brookland, Brentwood, Langdon",38.9247,-76.98105
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92473,-77.00843
"Georgetown, Burleith/Hillandale",38.9104,-77.05631
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Union Station, Stanton Park, Kingman Park",38.900449,-77.000936
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93355,-77.02544
"Georgetown, Burleith/Hillandale",38.91221,-77.05756
"Union Station, Stanton Park, Kingman Park",38.89886,-76.98507
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92816,-77.06919
"Sheridan, Barry Farm, Buena Vista",38.85555,-76.97997
"Capitol Hill, Lincoln Park",38.88267,-77.00633
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90177,-76.9799
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90394,-77.01724
"Union Station, Stanton Park, Kingman Park",38.89706,-77.00121
"Howard University, Le Droit Park, Cardozo/Shaw",38.91508,-77.02847
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86665,-76.98363
"Capitol Hill, Lincoln Park",38.88612,-77.00692
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90533,-77.02882
"Shaw, Logan Circle",38.90662,-77.02744
"Brightwood Park, Crestwood, Petworth",38.94513,-77.0162
"Cathedral Heights, McLean Gardens, Glover Park",38.92456,-77.07372
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86665,-76.98356
"Howard University, Le Droit Park, Cardozo/Shaw",38.91793239877701,-77.0255829210247
"Capitol Hill, Lincoln Park",38.8805292406922,-76.99257555433338
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92967,-76.99623
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92409,-77.02562
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90187,-76.98678
"Near Southeast, Navy Yard",38.87881,-77.00773049999998
"Howard University, Le Droit Park, Cardozo/Shaw",38.91472985911127,-77.03256093535224
"Union Station, Stanton Park, Kingman Park",38.9022329894665,-76.99812097952356
"Union Station, Stanton Park, Kingman Park",38.90005,-76.99432
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9279103028292,-77.02988783751017
"Union Station, Stanton Park, Kingman Park",38.89633,-76.99912
"Howard University, Le Droit Park, Cardozo/Shaw",38.914239872434784,-77.03070393785967
"Union Station, Stanton Park, Kingman Park",38.90185,-77.00409
"Union Station, Stanton Park, Kingman Park",38.90138,-77.00059
"Union Station, Stanton Park, Kingman Park",38.90269,-77.00178
"Union Station, Stanton Park, Kingman Park",38.89965,-76.99908
"Union Station, Stanton Park, Kingman Park",38.90085,-77.00094
"Union Station, Stanton Park, Kingman Park",38.89934,-77.00092
"Union Station, Stanton Park, Kingman Park",38.89969,-76.99884
"Union Station, Stanton Park, Kingman Park",38.90116,-76.99881
"Union Station, Stanton Park, Kingman Park",38.90074,-76.99871
"Union Station, Stanton Park, Kingman Park",38.90135,-77.00057
"Union Station, Stanton Park, Kingman Park",38.90074,-76.99867
"Brightwood Park, Crestwood, Petworth",38.95754,-77.02515
"Union Station, Stanton Park, Kingman Park",38.90267,-77.00371
"Union Station, Stanton Park, Kingman Park",38.90264,-77.00365
"Union Station, Stanton Park, Kingman Park",38.90229,-77.00174
"Capitol View, Marshall Heights, Benning Heights",38.88849,-76.92838
"Capitol Hill, Lincoln Park",38.879237565263885,-76.99393888655734
"Union Station, Stanton Park, Kingman Park",38.90024,-76.98866
"Union Station, Stanton Park, Kingman Park",38.89554883750571,-76.98638728127733
"Brightwood Park, Crestwood, Petworth",38.94401,-77.01449
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93194,-77.02545
"Capitol Hill, Lincoln Park",38.88263,-76.99441
"Capitol Hill, Lincoln Park",38.88181,-76.99639
"Capitol Hill, Lincoln Park",38.88182,-76.99458
"Union Station, Stanton Park, Kingman Park",38.89714,-76.99933
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92476,-77.03473
"Union Station, Stanton Park, Kingman Park",38.89438,-76.99152
"Dupont Circle, Connecticut Avenue/K Street",38.91261,-77.04056
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91261,-77.01541
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90695,-77.01383
"Shaw, Logan Circle",38.91376283779388,-77.02985561516219
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91899,-77.04379
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91878,-77.0419
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9328,-77.03646
"Georgetown, Burleith/Hillandale",38.91191,-77.05395
"Shaw, Logan Circle",38.91311388297229,-77.03016652407875
"Union Station, Stanton Park, Kingman Park",38.8938,-76.99477
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9104,-77.01554
"Howard University, Le Droit Park, Cardozo/Shaw",38.91637,-77.02838
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"Capitol View, Marshall Heights, Benning Heights",38.88568,-76.92091
"North Michigan Park, Michigan Park, University Heights",38.94998,-76.9959
"Sheridan, Barry Farm, Buena Vista",38.85943288974702,-76.98781671567333
"Capitol View, Marshall Heights, Benning Heights",38.88286,-76.94308
"Capitol Hill, Lincoln Park",38.89079,-76.99404
"River Terrace, Benning, Greenway, Dupont Park",38.89028,-76.94958
"Dupont Circle, Connecticut Avenue/K Street",38.91415,-77.04268
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90779,-77.01096
"Union Station, Stanton Park, Kingman Park",38.90147,-76.98933
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.874229170661856,-77.01110588463446
"Friendship Heights, American University Park, Tenleytown",38.9513,-77.09003
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93557,-77.05387
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92888,-77.02554
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92081,-77.04226
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91561,-77.01143
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95571,-76.9929
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89532,-77.02071
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.897,-77.01091
"Brightwood Park, Crestwood, Petworth",38.9561,-77.02328
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89503,-77.0237
"Dupont Circle, Connecticut Avenue/K Street",38.91407,-77.04533
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91353,-77.04743
"Dupont Circle, Connecticut Avenue/K Street",38.91407,-77.0455
"Georgetown, Burleith/Hillandale",38.91143,-77.05443
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87012,-76.9844
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91658,-77.01053
"Dupont Circle, Connecticut Avenue/K Street",38.90404,-77.04862
"Woodridge, Fort Lincoln, Gateway",38.93552,-76.97227
"Shaw, Logan Circle",38.90646,-77.02767
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91572,-77.00774
"Brookland, Brentwood, Langdon",38.93439,-76.99029
"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999
"Capitol Hill, Lincoln Park",38.89024,-76.99929
"Capitol Hill, Lincoln Park",38.8883,-76.99515
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90064239501953,-77.01663208007812
"Takoma, Brightwood, Manor Park",38.95792,-77.01331
"Brightwood Park, Crestwood, Petworth",38.93728,-77.03046
"West End, Foggy Bottom, GWU",38.90113,-77.05206
"Capitol Hill, Lincoln Park",38.88938,-77.00071
"Georgetown, Burleith/Hillandale",38.91122,-77.06081
"West End, Foggy Bottom, GWU",38.89925,-77.05346
"Shaw, Logan Circle",38.913143580262926,-77.0315538495273
"Union Station, Stanton Park, Kingman Park",38.89695,-77.00148
"Union Station, Stanton Park, Kingman Park",38.8975,-77.00259
"Union Station, Stanton Park, Kingman Park",38.89605,-77.00355
"Capitol Hill, Lincoln Park",38.88405,-77.00124
"Brightwood Park, Crestwood, Petworth",38.94203,-77.02373
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998
"West End, Foggy Bottom, GWU",38.90792,-77.04979
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90698,-76.93635
"Capitol Hill, Lincoln Park",38.891,-76.99004
"Capitol Hill, Lincoln Park",38.88082,-76.99889
"Capitol Hill, Lincoln Park",38.88099,-77.0
"Capitol Hill, Lincoln Park",38.88109,-76.99847
"Capitol Hill, Lincoln Park",38.88127,-77.00091
"Union Station, Stanton Park, Kingman Park",38.89519211108124,-76.9881700226962
"Mayfair, Hillbrook, Mahaning Heights",38.8982,-76.94174
"Dupont Circle, Connecticut Avenue/K Street",38.90089,-77.03977
"West End, Foggy Bottom, GWU",38.89923,-77.041
"West End, Foggy Bottom, GWU",38.8989,-77.04144
"Dupont Circle, Connecticut Avenue/K Street",38.90102,-77.03997
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9055061340332,-76.98165130615234
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92672,-77.02801
Historic Anacostia,38.86299,-76.98801
"Hawthorne, Barnaby Woods, Chevy Chase",38.95919,-77.07264
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91354,-77.04797
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92814,-77.03688
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93041,-77.0369
"Capitol Hill, Lincoln Park",38.89109,-77.00218
"Eastland Gardens, Kenilworth",38.90734,-76.94517
"River Terrace, Benning, Greenway, Dupont Park",38.88991,-76.9593
"Shaw, Logan Circle",38.91344,-77.0321
"Brightwood Park, Crestwood, Petworth",38.94877,-77.02026
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92807,-77.0238
"Howard University, Le Droit Park, Cardozo/Shaw",38.91552,-77.02571
"Mayfair, Hillbrook, Mahaning Heights",38.89453,-76.93998
"Union Station, Stanton Park, Kingman Park",38.89328,-76.99387
"Shaw, Logan Circle",38.91348,-77.03186
"Shaw, Logan Circle",38.91321,-77.03062
"Shaw, Logan Circle",38.91359,-77.03258
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91837,-77.01247
"Dupont Circle, Connecticut Avenue/K Street",38.91536,-77.03728
"Capitol Hill, Lincoln Park",38.88374,-76.9916
"Capitol Hill, Lincoln Park",38.88253,-76.99015
"Dupont Circle, Connecticut Avenue/K Street",38.91156,-77.04845
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92384,-77.02916
"Brookland, Brentwood, Langdon",38.93276,-76.99287
"River Terrace, Benning, Greenway, Dupont Park",38.89229,-76.95809
"Shaw, Logan Circle",38.91303,-77.03061
"Takoma, Brightwood, Manor Park",38.97112,-77.02392
"Union Station, Stanton Park, Kingman Park",38.89946,-76.98901
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90405,-76.99026
"Shaw, Logan Circle",38.90779001615065,-77.03338356388399
"Congress Heights, Bellevue, Washington Highlands",38.82561,-76.99927
"River Terrace, Benning, Greenway, Dupont Park",38.89132,-76.95912
"Capitol Hill, Lincoln Park",38.887,-76.99497
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93524,-77.0262
"Shaw, Logan Circle",38.90818,-77.03402
"Dupont Circle, Connecticut Avenue/K Street",38.90738,-77.03542
"Shaw, Logan Circle",38.90793,-77.03407
"Brightwood Park, Crestwood, Petworth",38.94284,-77.03603
"Friendship Heights, American University Park, Tenleytown",38.94469,-77.07759
"Capitol View, Marshall Heights, Benning Heights",38.88681,-76.93201
"Eastland Gardens, Kenilworth",38.90594,-76.9467
"Capitol Hill, Lincoln Park",38.88485,-76.99083
"Congress Heights, Bellevue, Washington Highlands",38.8392,-77.00063
"Capitol Hill, Lincoln Park",38.88062,-76.99156
"Union Station, Stanton Park, Kingman Park",38.89614,-76.99496
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92823,-77.03901
"Union Station, Stanton Park, Kingman Park",38.89644,-76.97624
"Union Station, Stanton Park, Kingman Park",38.90437,-76.99922
"Takoma, Brightwood, Manor Park",38.96857,-77.03324
"Ivy City, Arboretum, Trinidad, Carver Langston",38.91001,-76.98561
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93381,-77.06973
"Shaw, Logan Circle",38.91052,-77.01667
"Shaw, Logan Circle",38.90918835550242,-77.02578553453587
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86982,-76.98084
"Shaw, Logan Circle",38.91135,-77.03033
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90269,-77.0241
"Brightwood Park, Crestwood, Petworth",38.94384,-77.01407
"Congress Heights, Bellevue, Washington Highlands",38.82572,-76.99771
"Friendship Heights, American University Park, Tenleytown",38.94622,-77.07719
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90437,-76.98055
"North Michigan Park, Michigan Park, University Heights",38.94328248092807,-76.98430404393814
"Capitol View, Marshall Heights, Benning Heights",38.88825,-76.92475
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93125,-77.02303
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9252,-77.02725
"Brightwood Park, Crestwood, Petworth",38.94696,-77.02306
"Dupont Circle, Connecticut Avenue/K Street",38.91052,-77.03804
"River Terrace, Benning, Greenway, Dupont Park",38.88465,-76.95836
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92181,-77.03078
"Howard University, Le Droit Park, Cardozo/Shaw",38.91515,-77.0286
"Capitol Hill, Lincoln Park",38.88336,-76.99208
"Brightwood Park, Crestwood, Petworth",38.93769,-77.02729
"Capitol Hill, Lincoln Park",38.88229,-76.9929
"Capitol Hill, Lincoln Park",38.88397,-76.99092
"Brookland, Brentwood, Langdon",38.92101,-76.99115
"Takoma, Brightwood, Manor Park",38.96676,-77.02495
"Union Station, Stanton Park, Kingman Park",38.89814,-77.00067
"Capitol Hill, Lincoln Park",38.88047,-76.9924
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87027,-76.9649
"Capitol Hill, Lincoln Park",38.88088,-76.99428
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93021,-77.02336
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93266,-77.02589
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87693596547513,-76.96565240621567
"North Michigan Park, Michigan Park, University Heights",38.94207,-76.9793
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93466,-77.02908
"Union Station, Stanton Park, Kingman Park",38.89385,-76.99211
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86933,-76.97369
"Capitol Hill, Lincoln Park",38.8815,-76.99547
"Shaw, Logan Circle",38.90658,-77.03251
"Capitol Hill, Lincoln Park",38.8815,-76.99547
"Capitol Hill, Lincoln Park",38.8815,-76.99547
"Capitol Hill, Lincoln Park",38.8815,-76.99547
"Capitol Hill, Lincoln Park",38.88748,-76.99922
"Capitol Hill, Lincoln Park",38.88748,-76.99922
"Capitol Hill, Lincoln Park",38.88748,-76.99922
"Capitol Hill, Lincoln Park",38.88748,-76.99922
"Capitol Hill, Lincoln Park",38.8874721,-76.999219
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91241,-77.01601
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90578,-76.985
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96107,-76.99986
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93527,-77.05306
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87684,-77.01403
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87704,-77.0141
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87519,-77.01519
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92691,-77.00714
"Capitol Hill, Lincoln Park",38.88995,-77.00206
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91654,-77.0425
"Capitol Hill, Lincoln Park",38.88215,-76.99808
"Shaw, Logan Circle",38.91234,-77.02913
"Capitol View, Marshall Heights, Benning Heights",38.87972,-76.94362
Historic Anacostia,38.86471,-76.99061
"Capitol Hill, Lincoln Park",38.890522,-77.001999
"Shaw, Logan Circle",38.908363,-77.026222
"Union Station, Stanton Park, Kingman Park",38.89444,-76.99625
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92923,-77.10721
"Friendship Heights, American University Park, Tenleytown",38.95944,-77.08666
"Friendship Heights, American University Park, Tenleytown",38.95568,-77.08702
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90356,-76.9915
"Mayfair, Hillbrook, Mahaning Heights",38.89721,-76.94549
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92358,-77.06011
"West End, Foggy Bottom, GWU",38.90083,-77.05436
"Dupont Circle, Connecticut Avenue/K Street",38.90587,-77.03493
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91474,-77.00876
"Dupont Circle, Connecticut Avenue/K Street",38.91563,-77.03707
"Georgetown, Burleith/Hillandale",38.91132,-77.06418
"Union Station, Stanton Park, Kingman Park",38.90496,-76.99749
"Dupont Circle, Connecticut Avenue/K Street",38.91238,-77.03729
"Howard University, Le Droit Park, Cardozo/Shaw",38.91671,-77.02213
"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92084,-77.01062
"Brightwood Park, Crestwood, Petworth",38.9488,-77.02042
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92802,-77.02471
"Brightwood Park, Crestwood, Petworth",38.94774,-77.02301
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86333,-76.95293
"West End, Foggy Bottom, GWU",38.90575,-77.04831
"Shaw, Logan Circle",38.91287,-77.01964
"Brightwood Park, Crestwood, Petworth",38.94968,-77.02435
"Brookland, Brentwood, Langdon",38.9331,-76.98374
"Capitol Hill, Lincoln Park",38.88494,-77.00384
"Union Station, Stanton Park, Kingman Park",38.89266,-76.97853
"Capitol Hill, Lincoln Park",38.88627,-77.00548
"Capitol Hill, Lincoln Park",38.88705,-77.00361
"Capitol Hill, Lincoln Park",38.88502,-77.00531
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91714,-77.00559
"Dupont Circle, Connecticut Avenue/K Street",38.90851,-77.03801
"Shaw, Logan Circle",38.9098924,-77.0335528
"Shaw, Logan Circle",38.9098924,-77.0335528
"Dupont Circle, Connecticut Avenue/K Street",38.9185905456543,-77.03758239746094
"Dupont Circle, Connecticut Avenue/K Street",38.9185905456543,-77.03758239746094
"Shaw, Logan Circle",38.9098924,-77.0335528
"Takoma, Brightwood, Manor Park",38.96795,-77.02482
"Mayfair, Hillbrook, Mahaning Heights",38.89868,-76.94367
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92108,-77.01071
"West End, Foggy Bottom, GWU",38.90575,-77.05127
"Union Station, Stanton Park, Kingman Park",38.89379,-76.98779
"Capitol Hill, Lincoln Park",38.8878,-76.9908
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92318,-77.02987
"Brookland, Brentwood, Langdon",38.92575,-76.96917
"Near Southeast, Navy Yard",38.87602,-76.99419
"Near Southeast, Navy Yard",38.8759,-76.99566
"Brightwood Park, Crestwood, Petworth",38.94044,-77.01521
"Mayfair, Hillbrook, Mahaning Heights",38.89878,-76.9444
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93319,-77.04258
"West End, Foggy Bottom, GWU",38.89971,-77.05453
"Union Station, Stanton Park, Kingman Park",38.9023,-76.99277
"Capitol Hill, Lincoln Park",38.88596,-77.00297
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87881,-77.02364
"Union Station, Stanton Park, Kingman Park",38.89897,-76.99004
"Colonial Village, Shepherd Park, North Portal Estates",38.98136,-77.03099
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9296,-77.025
"Near Southeast, Navy Yard",38.87601,-76.99425
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86691,-76.94425
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93525,-77.03339
"Union Station, Stanton Park, Kingman Park",38.89483,-76.97637
"Dupont Circle, Connecticut Avenue/K Street",38.91332,-77.04319
"Union Station, Stanton Park, Kingman Park",38.89946,-76.98622
"Brightwood Park, Crestwood, Petworth",38.94749,-77.03282
"Congress Heights, Bellevue, Washington Highlands",38.82574,-76.9995
"Dupont Circle, Connecticut Avenue/K Street",38.91428,-77.03789
"Dupont Circle, Connecticut Avenue/K Street",38.91212,-77.03956
"Dupont Circle, Connecticut Avenue/K Street",38.91508,-77.04099
"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.03982
"Dupont Circle, Connecticut Avenue/K Street",38.9136,-77.03583
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93411,-77.03499
"Shaw, Logan Circle",38.90619,-77.03317
"Dupont Circle, Connecticut Avenue/K Street",38.90678,-77.03528
"Dupont Circle, Connecticut Avenue/K Street",38.90792,-77.0353
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90608,-77.03389
"Dupont Circle, Connecticut Avenue/K Street",38.90778,-77.03545
"Shaw, Logan Circle",38.90812,-77.03348
"Shaw, Logan Circle",38.90764,-77.03365
"Shaw, Logan Circle",38.907686640730354,-77.01615416263996
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9251631,-77.00733679999999
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92342,-77.04594
"Capitol Hill, Lincoln Park",38.888802,-76.991364
"Shaw, Logan Circle",38.9124,-77.01868
